Sample_Name,Strain_Alias,Heterozygosity,Introgressions,Fraction_Heterozygous_Introgressions,Phylogenetic_Clade,Main_Ancestral_pop,Main_Anc_Pop_Q,Secondary_Ancestral_Pop,Secondary_Anc_Pop_Q,used_in_ADMIXTURE,Used_in_supporting_phylogenies,Used_in_main_phylogeny,Used_in_MDSA,Reference,,,,,,,,,,,,
AKL,K12,,,,26. Asian fermentation,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
AKR,CLQCA_05-006,,,,26. Asian fermentation,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
ALA,CLQCA_10-619,,,,26. Asian fermentation,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
ALB,CLQCA_10-620,,,,26. Asian fermentation,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
ALC,CLQCA_11-024,,,,26. Asian fermentation,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
ALH,CLQCA_19-011,,,,26. Asian fermentation,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
ALK,CLQCA_24SC-235,,,,26. Asian fermentation,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
BEF,CLIB413,,,,26. Asian fermentation,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
BEH,CLIB415,,,,26. Asian fermentation,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
BHP,CLIB1411,,,,26. Asian fermentation,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
BHQ,CLIB1412,,,,26. Asian fermentation,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
BHS,CLIB1414,,,,26. Asian fermentation,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
BRG,DBVPG5836,,,,26. Asian fermentation,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
CEK,JCM_2985-4B,,,,26. Asian fermentation,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
CEL,JCM_3529-7B,,,,26. Asian fermentation,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
CEV,IFO_0289:4-3(b),,,,26. Asian fermentation,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
CGI,Me7,,,,26. Asian fermentation,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
CGK,Lx2,,,,26. Asian fermentation,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
CGL,BMQ557,,,,26. Asian fermentation,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
CGN,SGB1,,,,26. Asian fermentation,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
CGP,SG4,,,,26. Asian fermentation,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
CGQ,RR1a,,,,26. Asian fermentation,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
CGR,VL5,,,,26. Asian fermentation,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
SACE_YCJ,YJM1388,,,,26. Asian fermentation,,,,,,,,1,"Strope, Gen Res, 2015",,,,,,,,,,,,
SACE_YCK,YJM1389,,,,26. Asian fermentation,,,,,,,,1,"Strope, Gen Res, 2015",,,,,,,,,,,,
SACE_YDA,YJM1460,,,,26. Asian fermentation,,,,,,,,1,"Strope, Gen Res, 2015",,,,,,,,,,,,
SACE_YDK,YJM1592,,,,26. Asian fermentation,,,,,,,,1,"Strope, Gen Res, 2015",,,,,,,,,,,,
AEG,CBS7962,,,,3. Brazilian bioethanol,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
AEH,CBS7964,,,,3. Brazilian bioethanol,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
AFD,CBS7960,,,,3. Brazilian bioethanol,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
AFR,CBS7959,,,,3. Brazilian bioethanol,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
AGM,CBS7961,,,,3. Brazilian bioethanol,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
AHC,CBS7963,,,,3. Brazilian bioethanol,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
APG,VF8_(6),,,,3. Brazilian bioethanol,,,,,,,,1,"Antonangelo et al., Yeast, 2013",,,,,,,,,,,,
APH,M1.1,,,,3. Brazilian bioethanol,,,,,,,,1,"Antonangelo et al., Yeast, 2013",,,,,,,,,,,,
BTT,M.9.1,,,,3. Brazilian bioethanol,,,,,,,,1,"Antonangelo et al., Yeast, 2013",,,,,,,,,,,,
BTV,M.14.1,,,,3. Brazilian bioethanol,,,,,,,,1,"Antonangelo et al., Yeast, 2013",,,,,,,,,,,,
BVA,RP.10.4,,,,3. Brazilian bioethanol,,,,,,,,1,"Antonangelo et al., Yeast, 2013",,,,,,,,,,,,
BVC,RP.10.14,,,,3. Brazilian bioethanol,,,,,,,,1,"Antonangelo et al., Yeast, 2013",,,,,,,,,,,,
BVD,SM.9.1.AL1,,,,3. Brazilian bioethanol,,,,,,,,1,"Antonangelo et al., Yeast, 2013",,,,,,,,,,,,
BVE,SM.9.1.BL7,,,,3. Brazilian bioethanol,,,,,,,,1,"Antonangelo et al., Yeast, 2013",,,,,,,,,,,,
BVF,SM.9.2.BR3(L),,,,3. Brazilian bioethanol,,,,,,,,1,"Antonangelo et al., Yeast, 2013",,,,,,,,,,,,
BVG,SM.9.4.BL2,,,,3. Brazilian bioethanol,,,,,,,,1,"Antonangelo et al., Yeast, 2013",,,,,,,,,,,,
BVH,SM.9.4.BR1,,,,3. Brazilian bioethanol,,,,,,,,1,"Antonangelo et al., Yeast, 2013",,,,,,,,,,,,
CMT,SM.9.4.BR2,,,,3. Brazilian bioethanol,,,,,,,,1,"Antonangelo et al., Yeast, 2013",,,,,,,,,,,,
CNB,SM.8.2.C13,,,,3. Brazilian bioethanol,,,,,,,,1,"Antonangelo et al., Yeast, 2013",,,,,,,,,,,,
CNE,SM.8.7.L8,,,,3. Brazilian bioethanol,,,,,,,,1,"Antonangelo et al., Yeast, 2013",,,,,,,,,,,,
CNF,SM.8.7.L9,,,,3. Brazilian bioethanol,,,,,,,,1,"Antonangelo et al., Yeast, 2013",,,,,,,,,,,,
CNH,SM.8.8.BL1,,,,3. Brazilian bioethanol,,,,,,,,1,"Antonangelo et al., Yeast, 2013",,,,,,,,,,,,
CNI,SM.8.8.CVR1,,,,3. Brazilian bioethanol,,,,,,,,1,"Antonangelo et al., Yeast, 2013",,,,,,,,,,,,
CNL,SA.9.2.BL3,,,,3. Brazilian bioethanol,,,,,,,,1,"Antonangelo et al., Yeast, 2013",,,,,,,,,,,,
CNM,SA.9.3.VR1,,,,3. Brazilian bioethanol,,,,,,,,1,"Antonangelo et al., Yeast, 2013",,,,,,,,,,,,
CNN,SA.9.4.VL4,,,,3. Brazilian bioethanol,,,,,,,,1,"Antonangelo et al., Yeast, 2013",,,,,,,,,,,,
CNP,SA.9.4.BR2,,,,3. Brazilian bioethanol,,,,,,,,1,"Antonangelo et al., Yeast, 2013",,,,,,,,,,,,
CNQ,SA.10.1.VL1,,,,3. Brazilian bioethanol,,,,,,,,1,"Antonangelo et al., Yeast, 2013",,,,,,,,,,,,
CNR,SA.10.1.VR4,,,,3. Brazilian bioethanol,,,,,,,,1,"Antonangelo et al., Yeast, 2013",,,,,,,,,,,,
CLB,sample 40,,,,4. Mediterranean oak,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
CLC,sample 50,,,,4. Mediterranean oak,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
CLD,sample 33,,,,4. Mediterranean oak,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
ALD,CLQCA_13-023,,,,5. French dairy,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
AQM,CBS420,,,,5. French dairy,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
ARN,CBS2246,,,,5. French dairy,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
ARR,CBS2272,,,,5. French dairy,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
ARS,CBS2421,,,,5. French dairy,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
ASN,CLIB630,,,,5. French dairy,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
BFH,EXF-5871,,,,5. French dairy,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
BFS,CLIB546,,,,5. French dairy,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
BFT,CLIB547,,,,5. French dairy,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
BFV,CLIB548,,,,5. French dairy,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
BGA,CLIB549,,,,5. French dairy,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
BGB,CLIB550,,,,5. French dairy,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
BGC,CLIB551,,,,5. French dairy,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
BGD,CLIB552,,,,5. French dairy,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
BGE,CLIB553,,,,5. French dairy,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
BGF,CLIB554,,,,5. French dairy,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
BGG,CLIB555,,,,5. French dairy,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
BGH,CLIB556,,,,5. French dairy,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
BGI,CLIB557,,,,5. French dairy,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
BGK,CLIB558,,,,5. French dairy,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
BGL,CLIB559,,,,5. French dairy,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
BGM,CLIB560,,,,5. French dairy,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
BGN,CLIB561,,,,5. French dairy,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
BGP,CLIB562,,,,5. French dairy,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
BGR,CLIB564,,,,5. French dairy,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
BGS,CLIB631,,,,5. French dairy,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
BGT,CLIB648,,,,5. French dairy,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
BGV,CLIB649,,,,5. French dairy,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
BME,368428S,,,,5. French dairy,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
CKV,malade Boisse,,,,5. French dairy,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
AEN,CBS4454,,,,6. African beer,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
AFL,CBS4456,,,,6. African beer,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
ANL,A-6,,,,6. African beer,,,,,,,,1,"Van der Aa Kühle et al., Yeast, 2001",,,,,,,,,,,,
ASC,CBS4455,,,,6. African beer,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
AVN,CH02,,,,6. African beer,,,,,,,,1,"Al Safadi et al., FEMS Yeast Res, 2010",,,,,,,,,,,,
AVQ,CH10,,,,6. African beer,,,,,,,,1,"Al Safadi et al., FEMS Yeast Res, 2010",,,,,,,,,,,,
AVR,CH11,,,,6. African beer,,,,,,,,1,"Al Safadi et al., FEMS Yeast Res, 2010",,,,,,,,,,,,
AVS,CH14,,,,6. African beer,,,,,,,,1,"Al Safadi et al., FEMS Yeast Res, 2010",,,,,,,,,,,,
AVT,CH13,,,,6. African beer,,,,,,,,1,"Al Safadi et al., FEMS Yeast Res, 2010",,,,,,,,,,,,
BEI,CLIB650,,,,6. African beer,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
BEK,CLIB651,,,,6. African beer,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
BEM,CLIB653,,,,6. African beer,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
BEN,CLIB654,,,,6. African beer,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
BHA,CLIB655,,,,6. African beer,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
CER,N34:2-4(a),,,,6. African beer,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
CES,N26-1-10:7-5(a),,,,6. African beer,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
CET,N134:7-1(a),,,,6. African beer,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
AAB,CBS422a,,,,7. Mosaic beer,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
AAQ,CLIB272_2,,,,7. Mosaic beer,,,,,,,,1,"Schacherer et al., Nature, 2009",,,,,,,,,,,,
AEA,CBS7958,,,,7. Mosaic beer,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
AEQ,CBS1782,,,,7. Mosaic beer,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
AFA,CBS6503,,,,7. Mosaic beer,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
AFB,CBS7371,,,,7. Mosaic beer,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
AFP,CBS6505,,,,7. Mosaic beer,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
AIG,CBS1463,,,,7. Mosaic beer,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
APP,CBS382,,,,7. Mosaic beer,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
AQH,CBS7957,,,,7. Mosaic beer,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
ARE,CBS1398,,,,7. Mosaic beer,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
ASB,CBS4255,,,,7. Mosaic beer,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
CBN,NCYC_88,,,,7. Mosaic beer,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
CFF,6.2_WLP570,,,,7. Mosaic beer,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
CPD,1175,,,,7. Mosaic beer,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
SACE_YAB,YJM193,,,,7. Mosaic beer,,,,,,,,1,"Strope, Gen Res, 2015",,,,,,,,,,,,
SACE_YAG,YJM271,,,,7. Mosaic beer,,,,,,,,1,"Strope, Gen Res, 2015",,,,,,,,,,,,
SACE_YDD,YJM1478,,,,7. Mosaic beer,,,,,,,,1,"Strope, Gen Res, 2015",,,,,,,,,,,,
AAP,CLIB326_1,,,,8. Mixed Origin,,,,,,,,1,"Schacherer et al., Nature, 2009",,,,,,,,,,,,
ABV,DBVPG6861,,,,8. Mixed Origin,,,,,,,,1,"Schacherer et al., Nature, 2009",,,,,,,,,,,,
ADL,CLIB318_1,,,,8. Mixed Origin,,,,,,,,1,"Schacherer et al., Nature, 2009",,,,,,,,,,,,
ADP,Y6_b,,,,8. Mixed Origin,,,,,,,,1,"Schacherer et al., Nature, 2009",,,,,,,,,,,,
AEM,CBS2973,,,,8. Mixed Origin,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
AEV,CBS6216,,,,8. Mixed Origin,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
AFC,CBS7764,,,,8. Mixed Origin,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
AFE,CBS8291,,,,8. Mixed Origin,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
AFT,CBS1464,,,,8. Mixed Origin,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
AGK,CBS2361,,,,8. Mixed Origin,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
AHV,CBS1487,,,,8. Mixed Origin,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
ALN,21-4-103,,,,8. Mixed Origin,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
ALV,21-4-124,,,,8. Mixed Origin,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
AMG,SJ7L01,,,,8. Mixed Origin,,,,,,,,1,"Naumov et al., A.v.l., 2012",,,,,,,,,,,,
AMI,SJ1L04,,,,8. Mixed Origin,,,,,,,,1,"Naumov et al., A.v.l., 2012",,,,,,,,,,,,
AMK,SJ6L01,,,,8. Mixed Origin,,,,,,,,1,"Bell et al., LAM, 2001",,,,,,,,,,,,
AMQ,SJ5L15,,,,8. Mixed Origin,,,,,,,,1,"Naumov et al., A.v.l., 2012",,,,,,,,,,,,
ANP,UWOPS83-883-2,,,,8. Mixed Origin,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
API,YS20,,,,8. Mixed Origin,,,,,,,,1,"Bell et al., LAM, 2001",,,,,,,,,,,,
APL,YS11(E),,,,8. Mixed Origin,,,,,,,,1,"Bell et al., LAM, 2001",,,,,,,,,,,,
ASP,B1,,,,8. Mixed Origin,,,,,,,,1,"Fay et al., Plos Gen, 2005",,,,,,,,,,,,
ATR,CECT10120,,,,8. Mixed Origin,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
ATS,CECT10131,,,,8. Mixed Origin,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
BBC,CCY_21-4-88,,,,8. Mixed Origin,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
BBD,CCY_21-4-97,,,,8. Mixed Origin,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
BBE,CCY_21-4-98,,,,8. Mixed Origin,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
BBF,CCY_21-4-102,,,,8. Mixed Origin,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
BBP,1663,,,,8. Mixed Origin,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
BCR,#23,,,,8. Mixed Origin,,,,,,,,1,"Ezov et al., Genetics, 2006",,,,,,,,,,,,
BCS,#03,,,,8. Mixed Origin,,,,,,,,1,"Ezov et al., Genetics, 2006",,,,,,,,,,,,
BCT,#05,,,,8. Mixed Origin,,,,,,,,1,"Ezov et al., Genetics, 2006",,,,,,,,,,,,
BFE,EXF-5734,,,,8. Mixed Origin,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
BFG,EXF-5869,,,,8. Mixed Origin,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
BFM,EXF-6835,,,,8. Mixed Origin,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
BMG,NCYC_2925,,,,8. Mixed Origin,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
BML,NCYC_2780,,,,8. Mixed Origin,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
BMM,2680,,,,8. Mixed Origin,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
BTD,YS5(E),,,,8. Mixed Origin,,,,,,,,1,"Bell et al., LAM, 2001",,,,,,,,,,,,
BTE,YS8(E),,,,8. Mixed Origin,,,,,,,,1,"Bell et al., LAM, 2001",,,,,,,,,,,,
CFI,2.6_Windsor_British,,,,8. Mixed Origin,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
CFN,3.3_Safale_S-33,,,,8. Mixed Origin,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
CFP,3.4_Safbrew_T-58,,,,8. Mixed Origin,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
CHG,324-6C,,,,8. Mixed Origin,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
CHH,319-5C,,,,8. Mixed Origin,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
CHK,Win-8B,,,,8. Mixed Origin,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
CHR,SC 29 F. Dromer IP,,,,8. Mixed Origin,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
CIE,Ponton 13,,,,8. Mixed Origin,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
CKK,malade 98 3312,,,,8. Mixed Origin,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
CKS,malade Berchid,,,,8. Mixed Origin,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
CLA,malade Moreau,,,,8. Mixed Origin,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
ACG,CLIB413_1b,,,,M1. Mosaic region 1,,,,,,,,1,"Schacherer et al., Nature, 2009",,,,,,,,,,,,
ACH,CLIB483_1b,,,,M1. Mosaic region 1,,,,,,,,1,"Schacherer et al., Nature, 2009",,,,,,,,,,,,
ACS,I14_1b,,,,M1. Mosaic region 1,,,,,,,,1,"Schacherer et al., Nature, 2009",,,,,,,,,,,,
AGN,CBS439,,,,M1. Mosaic region 1,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
AMP,SJ5L14,,,,M1. Mosaic region 1,,,,,,,,1,"Naumov et al., A.v.l., 2012",,,,,,,,,,,,
AST,M6,,,,M1. Mosaic region 1,,,,,,,,1,"Fay et al., Plos Gen, 2005",,,,,,,,,,,,
ASV,M9,,,,M1. Mosaic region 1,,,,,,,,1,"Fay et al., Plos Gen, 2005",,,,,,,,,,,,
BHD,CLIB1059,,,,M1. Mosaic region 1,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
BHE,CLIB1060,,,,M1. Mosaic region 1,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
BHM,CLIB1085,,,,M1. Mosaic region 1,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
BHT,CLIB1083,,,,M1. Mosaic region 1,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
CHV,SRC 120,,,,M1. Mosaic region 1,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
CPB,995,,,,M1. Mosaic region 1,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
SACE_YCI,YJM1387,,,,M1. Mosaic region 1,,,,,,,,1,"Strope, Gen Res, 2015",,,,,,,,,,,,
AER,CBS2970,,,,M2. Mosaic region 2,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
BCV,#33,,,,M2. Mosaic region 2,,,,,,,,1,"Ezov et al., Genetics, 2006",,,,,,,,,,,,
BDA,#34,,,,M2. Mosaic region 2,,,,,,,,1,"Ezov et al., Genetics, 2006",,,,,,,,,,,,
BDB,#35,,,,M2. Mosaic region 2,,,,,,,,1,"Ezov et al., Genetics, 2006",,,,,,,,,,,,
BDD,#13,,,,M2. Mosaic region 2,,,,,,,,1,"Ezov et al., Genetics, 2006",,,,,,,,,,,,
BDE,#14,,,,M2. Mosaic region 2,,,,,,,,1,"Ezov et al., Genetics, 2006",,,,,,,,,,,,
BDH,#59,,,,M2. Mosaic region 2,,,,,,,,1,"Ezov et al., Genetics, 2006",,,,,,,,,,,,
BDI,#60,,,,M2. Mosaic region 2,,,,,,,,1,"Ezov et al., Genetics, 2006",,,,,,,,,,,,
BDK,#63,,,,M2. Mosaic region 2,,,,,,,,1,"Ezov et al., Genetics, 2006",,,,,,,,,,,,
BHG,CLIB1070,,,,M2. Mosaic region 2,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
BHH,CLIB1071,,,,M2. Mosaic region 2,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
BHI,CLIB1072,,,,M2. Mosaic region 2,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
SACE_MAA,273614N,,,,M2. Mosaic region 2,,,,,,,,1,"Skelly et al., Gen. Res., 2013",,,,,,,,,,,,
SACE_YCC,YJM1355,,,,M2. Mosaic region 2,,,,,,,,1,"Strope, Gen Res, 2015",,,,,,,,,,,,
SACE_YCF,YJM1383,,,,M2. Mosaic region 2,,,,,,,,1,"Strope, Gen Res, 2015",,,,,,,,,,,,
SACE_YCT,YJM1433,,,,M2. Mosaic region 2,,,,,,,,1,"Strope, Gen Res, 2015",,,,,,,,,,,,
AAG,CBS428a,,,,M3. Mosaic region 3,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
AAS,YJM145_b,,,,M3. Mosaic region 3,,,,,,,,1,"Schacherer et al., Nature, 2009",,,,,,,,,,,,
AAT,YJM280_b,,,,M3. Mosaic region 3,,,,,,,,1,"Schacherer et al., Nature, 2009",,,,,,,,,,,,
AAV,YJM320b,,,,M3. Mosaic region 3,,,,,,,,1,"Schacherer et al., Nature, 2009",,,,,,,,,,,,
ABA,YJM326_b,,,,M3. Mosaic region 3,,,,,,,,1,"Schacherer et al., Nature, 2009",,,,,,,,,,,,
ABC,YJM421_b,,,,M3. Mosaic region 3,,,,,,,,1,"Schacherer et al., Nature, 2009",,,,,,,,,,,,
ABD,YJM428_1b,,,,M3. Mosaic region 3,,,,,,,,1,"Schacherer et al., Nature, 2009",,,,,,,,,,,,
ABF,YJM436_1b,,,,M3. Mosaic region 3,,,,,,,,1,"Schacherer et al., Nature, 2009",,,,,,,,,,,,
ABG,YJM440_1b,,,,M3. Mosaic region 3,,,,,,,,1,"Schacherer et al., Nature, 2009",,,,,,,,,,,,
