Gene,Model
YPS138_09G00030_2_YPS138_09G00050,K2P
YPS138_09G00040_2_YPS138_09G00050,K2P
YPS138_09G00040_2_YPS138_09G00070,K2P
YPS138_09G00050_2_YPS138_09G00050,K2P
YPS138_09G00070_2_YPS138_09G00090,TPM2+ASC
YPS138_09G00070_2_YPS138_09G00130,TPM2+ASC
YPS138_09G00500_2_YPS138_09G00500,TPM3+ASC
YPS138_09G00700_2_YPS138_09G00700,K2P
YPS138_09G00960_2_YPS138_09G00970,TPM3
YPS138_09G01110_2_YPS138_09G01120,K2P
YPS138_09G01690_2_YPS138_09G01690,K2P+ASC
YPS138_09G01700_2_YPS138_09G01760,K2P
YPS138_09G01740_2_YPS138_09G01760,K2P
YPS138_09G01760_2_YPS138_09G01760,K2P+ASC
YPS138_09G01770_2_YPS138_09G01770,K2P
YPS138_09G01980_2_YPS138_09G01980,F81+F
YPS138_10G00010_2_YPS138_10G00060,K3P
YPS138_10G00010_2_YPS138_10G00070,K2P
YPS138_10G00010_2_YPS138_10G00090,K2P
YPS138_10G00060_2_YPS138_10G00060,TNe+ASC
YPS138_10G00060_2_YPS138_10G00070,K2P
YPS138_10G00060_2_YPS138_10G00090,K2P
YPS138_10G00070_2_YPS138_10G00070,K2P
YPS138_10G00070_2_YPS138_10G00080,K2P
YPS138_10G00080_2_YPS138_10G00080,TNe+ASC
YPS138_10G00440_2_YPS138_10G00440,K3P+ASC
YPS138_10G00620_2_YPS138_10G00660,K2P+ASC
YPS138_10G00630_2_YPS138_10G00630,K2P+ASC
YPS138_10G00630_2_YPS138_10G00640,K2P+ASC
YPS138_10G00650_2_YPS138_10G00650,TPM3+ASC
YPS138_10G00650_2_YPS138_10G00660,K2P+ASC
YPS138_10G00770_2_YPS138_10G00770,TPM3+ASC
YPS138_10G01120_2_YPS138_10G01170,K2P
YPS138_10G01140_2_YPS138_10G01150,TPM3
YPS138_10G01140_2_YPS138_10G01160,K2P
YPS138_10G01140_2_YPS138_10G01170,K2P
YPS138_10G01160_2_YPS138_10G01170,K2P
YPS138_10G01170_2_YPS138_10G01170,K2P
YPS138_10G01610_2_YPS138_10G01610,K2P+ASC
YPS138_10G01700_2_YPS138_10G01710,TPM3
YPS138_10G01710_2_YPS138_10G01710,TIM3e+ASC
YPS138_10G02370_2_YPS138_10G02370,K2P
YPS138_10G02370_2_YPS138_10G02390,K2P
YPS138_10G02370_2_YPS138_10G02400,K2P
YPS138_10G02380_2_YPS138_10G02380,K2P+ASC
YPS138_10G02380_2_YPS138_10G02390,K2P+ASC
YPS138_10G02380_2_YPS138_10G02400,K2P+ASC
YPS138_10G02390_2_YPS138_10G02400,K3P+ASC
YPS138_10G02420_2_YPS138_10G02430,K2P
YPS138_10G02520_2_YPS138_10G02530,K2P+ASC
YPS138_10G02530_2_YPS138_10G02530,K3P+ASC
YPS138_10G02590_2_YPS138_10G02590,K2P+ASC
YPS138_10G02840_2_YPS138_10G02840,K2P+ASC
YPS138_10G02950_2_YPS138_10G02970,TPM2
YPS138_10G02960_2_YPS138_10G02960,TN+F
YPS138_10G02960_2_YPS138_10G02970,TPM2
YPS138_10G02970_2_YPS138_10G02970,TPM2+ASC
YPS138_10G02990_2_YPS138_10G03010,K2P
YPS138_10G02990_2_YPS138_10G03020,K2P
YPS138_10G02990_2_YPS138_10G03030,TPM3
YPS138_10G02990_2_YPS138_10G03040,TPM3
YPS138_10G03000_2_YPS138_10G03020,K2P
YPS138_10G03020_2_YPS138_10G03020,K2P
YPS138_10G03290_2_YPS138_10G03330,K2P
YPS138_11G00010_2_YPS138_11G00010,Blosum62
YPS138_11G00880_2_YPS138_11G00930,TPM2
YPS138_11G00890_2_YPS138_11G00930,TIM2e+ASC
YPS138_11G02010_2_YPS138_11G02010,K2P
YPS138_11G03090_2_YPS138_11G03090,K3P
YPS138_12G00030_2_YPS138_12G00030,TPM3
YPS138_12G00100_2_YPS138_12G00180,TPM3
YPS138_12G00100_2_YPS138_12G00190,TPM3u+F
YPS138_12G00210_2_YPS138_12G00310,TPM3u+F
YPS138_12G01320_2_YPS138_12G01340,TPM2+ASC
YPS138_12G01360_2_YPS138_12G01390,TPM3
YPS138_12G01370_2_YPS138_12G01390,TPM3
YPS138_12G02170_2_YPS138_12G02170,K2P
YPS138_12G02170_2_YPS138_12G02180,K2P
YPS138_12G02170_2_YPS138_12G02190,K2P
YPS138_12G02170_2_YPS138_12G02200,TPM2
YPS138_12G02630_2_YPS138_12G02630,K2P+ASC
YPS138_12G02860_2_YPS138_12G02860,K2P
YPS138_12G02860_2_YPS138_12G02870,TPM3
YPS138_12G04670_2_YPS138_12G04670,K2P
YPS138_12G04680_2_YPS138_12G04700,K2P
YPS138_12G04690_2_YPS138_12G04700,K2P
YPS138_12G04700_2_YPS138_12G04700,K2P+ASC
YPS138_13G00010_2_YPS138_13G00010,TPM3
YPS138_13G00510_2_YPS138_13G00520,K2P+ASC
YPS138_13G00520_2_YPS138_13G00520,K2P+ASC
YPS138_13G01250_2_YPS138_13G01260,K2P+ASC
YPS138_13G02240_2_YPS138_13G02240,K2P
YPS138_13G02240_2_YPS138_13G02260,K2P
YPS138_13G02790_2_YPS138_13G02800,TPM3
YPS138_13G02800_2_YPS138_13G02800,K2P
YPS138_13G02810_2_YPS138_13G02820,K2P+ASC
YPS138_13G02820_2_YPS138_13G02820,K2P+ASC
YPS138_13G03820_2_YPS138_13G03820,K2P+ASC
YPS138_13G04390_2_YPS138_13G04390,K2P+ASC
YPS138_13G04410_2_YPS138_13G04430,TPM2
YPS138_13G04410_2_YPS138_13G04440,TPM2
YPS138_13G04420_2_YPS138_13G04430,K2P
YPS138_13G04420_2_YPS138_13G04440,HKY+F
YPS138_13G04430_2_YPS138_13G04430,K2P
YPS138_13G04430_2_YPS138_13G04440,HKY+F
YPS138_14G00020_2_YPS138_14G00050,K2P
YPS138_14G00030_2_YPS138_14G00050,K2P
YPS138_14G00040_2_YPS138_14G00050,K2P
YPS138_14G00050_2_YPS138_14G00050,K2P
YPS138_14G00200_2_YPS138_14G00200,K2P+ASC
YPS138_14G00200_2_YPS138_14G00210,TPM3+ASC
YPS138_14G00590_2_YPS138_14G00590,K2P
YPS138_14G00590_2_YPS138_14G00600,K2P
YPS138_14G00590_2_YPS138_14G00620,K2P
YPS138_14G00590_2_YPS138_14G00640,K2P
YPS138_14G00700_2_YPS138_14G00700,K2P
YPS138_14G00700_2_YPS138_14G00710,K2P
YPS138_14G00730_2_YPS138_14G00730,K2P+ASC
YPS138_14G00790_2_YPS138_14G00810,TPM2+ASC
YPS138_14G00830_2_YPS138_14G01000,TPM2
YPS138_14G00950_2_YPS138_14G00960,K2P+ASC
YPS138_14G00950_2_YPS138_14G01000,TNe+ASC
YPS138_14G00990_2_YPS138_14G01000,TNe+ASC
YPS138_14G01020_2_YPS138_14G01030,K2P+ASC
YPS138_14G01020_2_YPS138_14G01130,TPM3
YPS138_14G01030_2_YPS138_14G01030,K2P+ASC
YPS138_14G01150_2_YPS138_14G01360,TVMe
YPS138_14G01150_2_YPS138_14G01390,TVM+F
YPS138_14G01230_2_YPS138_14G01380,TPM3
YPS138_14G01280_2_YPS138_14G01340,TIM2e+ASC
YPS138_14G01300_2_YPS138_14G01360,K2P
YPS138_14G01370_2_YPS138_14G01380,K2P+ASC
YPS138_14G01410_2_YPS138_14G01440,TPM3+ASC
YPS138_14G01410_2_YPS138_14G01530,TIM2e+ASC
YPS138_14G03580_2_YPS138_14G03590,K2P+ASC
YPS138_14G03600_2_YPS138_14G03620,TPM2
YPS138_14G03600_2_YPS138_14G03630,TPM2
YPS138_14G03600_2_YPS138_14G03640,TPM2
YPS138_14G03600_2_YPS138_14G03660,TPM2
YPS138_14G03610_2_YPS138_14G03640,TPM2
YPS138_14G03630_2_YPS138_14G03640,K2P+ASC
YPS138_14G03630_2_YPS138_14G03660,K2P
YPS138_14G03640_2_YPS138_14G03640,K2P+ASC
YPS138_14G03640_2_YPS138_14G03660,TPM3
YPS138_14G03650_2_YPS138_14G03650,K2P
YPS138_14G03660_2_YPS138_14G03660,K2P
YPS138_14G03670_2_YPS138_14G03690,TPM2+ASC
YPS138_14G03680_2_YPS138_14G03690,TPM2+ASC
YPS138_14G03690_2_YPS138_14G03690,K2P+ASC
YPS138_14G03710_2_YPS138_14G03710,K2P
YPS138_15G00020_2_YPS138_15G00040,HKY+F
YPS138_15G00020_2_YPS138_15G00080,TPM3
YPS138_15G00020_2_YPS138_15G00090,TPM3
YPS138_15G00020_2_YPS138_15G00130,TPM3
YPS138_15G00030_2_YPS138_15G00040,HKY+F
YPS138_15G00030_2_YPS138_15G00080,TPM3
YPS138_15G00060_2_YPS138_15G00080,TPM3+ASC
YPS138_15G00060_2_YPS138_15G00090,K2P
YPS138_15G00070_2_YPS138_15G00080,K2P+ASC
YPS138_15G00070_2_YPS138_15G00130,K2P
YPS138_15G00070_2_YPS138_15G00190,TPM3
YPS138_15G00080_2_YPS138_15G00080,K2P+ASC
YPS138_15G00100_2_YPS138_15G00120,TPM3+ASC
YPS138_15G00100_2_YPS138_15G00130,K2P+ASC
YPS138_15G00110_2_YPS138_15G00110,TPM3+ASC
YPS138_15G00110_2_YPS138_15G00130,TPM3+ASC
YPS138_15G00110_2_YPS138_15G00180,TVMe+ASC
YPS138_15G00110_2_YPS138_15G00190,TVMe+ASC
YPS138_15G00120_2_YPS138_15G00120,K2P+ASC
YPS138_15G00120_2_YPS138_15G00130,K2P+ASC
YPS138_15G00130_2_YPS138_15G00130,K2P+ASC
YPS138_15G00130_2_YPS138_15G00180,TPM2+ASC
YPS138_15G00130_2_YPS138_15G00190,TPM2+ASC
YPS138_15G00150_2_YPS138_15G00190,TPM2+ASC
YPS138_15G00190_2_YPS138_15G00190,K2P+ASC
YPS138_15G00210_2_YPS138_15G00230,K2P+ASC
YPS138_15G00230_2_YPS138_15G00230,K2P+ASC
YPS138_15G00290_2_YPS138_15G00290,K2P+ASC
YPS138_15G00340_2_YPS138_15G00340,K2P+ASC
YPS138_15G00340_2_YPS138_15G00350,K2P+ASC
YPS138_15G00350_2_YPS138_15G00350,K2P+ASC
YPS138_15G00380_2_YPS138_15G00380,K2P+ASC
YPS138_15G01740_2_YPS138_15G01750,K2P
YPS138_15G01750_2_YPS138_15G01750,K2P+ASC
YPS138_15G01760_2_YPS138_15G01760,K2P
YPS138_15G02460_2_YPS138_15G02460,K2P+ASC
YPS138_15G02460_2_YPS138_15G02470,K2P+ASC
YPS138_15G02690_2_YPS138_15G02690,TNe+ASC
YPS138_15G02690_2_YPS138_15G02700,K2P
YPS138_15G02700_2_YPS138_15G02700,K2P
YPS138_15G02700_2_YPS138_15G02710,TPM2
YPS138_15G02700_2_YPS138_15G02720,TPM3
YPS138_15G02710_2_YPS138_15G02720,TPM3
YPS138_15G02720_2_YPS138_15G02720,TIM3e+ASC
YPS138_15G02900_2_YPS138_15G02930,K2P
YPS138_15G03030_2_YPS138_15G03040,K2P
YPS138_15G03040_2_YPS138_15G03040,K2P+ASC
YPS138_15G03100_2_YPS138_15G03110,TPM3
YPS138_15G04730_2_YPS138_15G04730,K2P
YPS138_15G04870_2_YPS138_15G04870,HKY+F
YPS138_15G04950_2_YPS138_15G04950,K2P
YPS138_16G00010_2_YPS138_16G00010,PMB
YPS138_16G03530_2_YPS138_16G03560,K2P
YPS138_16G03560_2_YPS138_16G03560,K2P+ASC
YPS138_16G03930_2_YPS138_16G03940,TPM3
YPS138_16G03930_2_YPS138_16G03980,TPM3
YPS138_16G04330_2_YPS138_16G04330,TNe+ASC
YPS138_01G00040_2_YPS138_01G00040,K2P
YPS138_01G00060_2_YPS138_01G00060,TNe+ASC
YPS138_01G00060_2_YPS138_01G00070,K2P
YPS138_01G00060_2_YPS138_01G00080,K2P
YPS138_01G00060_2_YPS138_01G00130,K2P
YPS138_01G00070_2_YPS138_01G00070,K2P+ASC
YPS138_01G00070_2_YPS138_01G00080,K2P+ASC
YPS138_01G00080_2_YPS138_01G00080,K2P+ASC
YPS138_01G00120_2_YPS138_01G00180,TPM2
YPS138_01G00150_2_YPS138_01G00160,TPM2
YPS138_01G00150_2_YPS138_01G00170,TPM2
YPS138_01G00150_2_YPS138_01G00180,TPM2
YPS138_01G00170_2_YPS138_01G00180,K2P+ASC
YPS138_01G00180_2_YPS138_01G00180,K2P+ASC
YPS138_01G00310_2_YPS138_01G00320,K2P+ASC
YPS138_01G00730_2_YPS138_01G00730,K2P
YPS138_01G00750_2_YPS138_01G00760,K2P
YPS138_01G00750_2_YPS138_01G00770,K2P
YPS138_01G00750_2_YPS138_01G00780,K2P
YPS138_01G00800_2_YPS138_01G00800,K2P+ASC
YPS138_01G00800_2_YPS138_01G00820,HKY+F
YPS138_01G00800_2_YPS138_01G00830,TN+F
YPS138_01G00800_2_YPS138_01G00860,TN+F
YPS138_01G00820_2_YPS138_01G00820,K2P
YPS138_01G00820_2_YPS138_01G00830,K2P
YPS138_01G00820_2_YPS138_01G00860,K2P
YPS138_01G00830_2_YPS138_01G00830,K2P
YPS138_02G00010_2_YPS138_02G00040,K2P
YPS138_02G00300_2_YPS138_02G00330,TIM3e+ASC
YPS138_02G00500_2_YPS138_02G00500,K2P+ASC
YPS138_02G00620_2_YPS138_02G00620,K2P+ASC
YPS138_02G00700_2_YPS138_02G00700,TNe+ASC
YPS138_02G01170_2_YPS138_02G01170,K2P
YPS138_02G01210_2_YPS138_02G01220,TPM2
YPS138_02G01220_2_YPS138_02G01220,K2P+ASC
YPS138_02G01220_2_YPS138_02G01250,K3P
YPS138_02G01230_2_YPS138_02G01230,K3P
YPS138_02G01310_2_YPS138_02G01360,TPM2
YPS138_02G01310_2_YPS138_02G01370,TPM2
YPS138_02G01320_2_YPS138_02G01350,TPM2
YPS138_02G01320_2_YPS138_02G01360,TPM2
YPS138_02G01320_2_YPS138_02G01370,TPM2
YPS138_02G01330_2_YPS138_02G01350,K2P
YPS138_02G01330_2_YPS138_02G01360,K2P
YPS138_02G01340_2_YPS138_02G01360,K3P
YPS138_02G01350_2_YPS138_02G01350,K2P+ASC
YPS138_02G01350_2_YPS138_02G01360,K2P+ASC
YPS138_02G01350_2_YPS138_02G01370,K2P
YPS138_02G01370_2_YPS138_02G01390,TPM2
YPS138_02G01410_2_YPS138_02G01410,K3P
YPS138_02G01410_2_YPS138_02G01420,K2P
YPS138_02G01420_2_YPS138_02G01420,K2P+ASC
YPS138_02G01490_2_YPS138_02G01500,K2P+ASC
YPS138_02G01720_2_YPS138_02G01770,TPM2
YPS138_02G01730_2_YPS138_02G01770,TPM2
YPS138_02G01740_2_YPS138_02G01740,TPM2+ASC
YPS138_02G01740_2_YPS138_02G01760,K2P
YPS138_02G01740_2_YPS138_02G01770,K2P
YPS138_02G01760_2_YPS138_02G01770,TPM2
YPS138_02G02430_2_YPS138_02G02490,K2P
YPS138_02G02790_2_YPS138_02G02810,TPM2
YPS138_02G02910_2_YPS138_02G02910,K2P
YPS138_02G03790_2_YPS138_02G03790,TPM2+ASC
YPS138_02G03790_2_YPS138_02G03810,TPM2
YPS138_02G03790_2_YPS138_02G03830,TPM2
YPS138_02G03790_2_YPS138_02G03840,TPM2
YPS138_02G03800_2_YPS138_02G03810,K2P
YPS138_02G03800_2_YPS138_02G03830,TPM2
YPS138_03G00500_2_YPS138_03G00610,HKY+F
YPS138_03G01410_2_YPS138_03G01410,K2P
YPS138_04G00020_2_YPS138_04G00050,K2P
YPS138_04G00050_2_YPS138_04G00060,K2P
YPS138_04G00060_2_YPS138_04G00060,K2P
YPS138_04G00060_2_YPS138_04G00100,TPM3
YPS138_04G00120_2_YPS138_04G00140,K2P+ASC
YPS138_04G00200_2_YPS138_04G00200,K2P+ASC
YPS138_04G00200_2_YPS138_04G00210,K2P+ASC
YPS138_04G00200_2_YPS138_04G00220,K2P+ASC
YPS138_04G00220_2_YPS138_04G00220,TPM3+ASC
YPS138_04G00280_2_YPS138_04G00430,TPM2u+F
YPS138_04G00920_2_YPS138_04G00960,K3P+ASC
YPS138_04G02300_2_YPS138_04G02310,TPM2
YPS138_04G02550_2_YPS138_04G02550,K2P
YPS138_04G02630_2_YPS138_04G02630,K2P
YPS138_04G02690_2_YPS138_04G02760,K2P
YPS138_04G02780_2_YPS138_04G02890,TPM2u+F
YPS138_04G02940_2_YPS138_04G03200,TPM2u+F
YPS138_04G03180_2_YPS138_04G03200,K2P
YPS138_04G03960_2_YPS138_04G04210,TVM+F
YPS138_04G04070_2_YPS138_04G04070,K2P+ASC
YPS138_04G04070_2_YPS138_04G04080,TPM3+ASC
YPS138_04G04070_2_YPS138_04G04100,TPM3
YPS138_04G04080_2_YPS138_04G04080,TPM3+ASC
YPS138_04G04080_2_YPS138_04G04090,TPM3+ASC
YPS138_04G04110_2_YPS138_04G04110,TNe+ASC
YPS138_04G04110_2_YPS138_04G04120,K2P+ASC
YPS138_04G04120_2_YPS138_04G04120,K2P+ASC
YPS138_04G04240_2_YPS138_04G04540,TVMe+ASC
YPS138_04G04800_2_YPS138_04G05010,TPM2u+F+ASC
YPS138_04G05120_2_YPS138_04G05130,TNe+ASC
YPS138_04G05270_2_YPS138_04G05270,TNe+ASC
YPS138_04G05330_2_YPS138_04G05340,TPM3
YPS138_04G05550_2_YPS138_04G05700,TPM3
YPS138_04G05770_2_YPS138_04G05830,K2P
YPS138_04G05780_2_YPS138_04G05820,K2P+ASC
YPS138_04G05830_2_YPS138_04G05920,TIM2e+ASC
YPS138_04G07060_2_YPS138_04G07090,K2P
YPS138_04G07090_2_YPS138_04G07090,K3P+ASC
YPS138_05G00050_2_YPS138_05G00050,HKY+F
YPS138_05G01230_2_YPS138_05G01250,K2P
YPS138_05G02460_2_YPS138_05G02540,TPM2
YPS138_05G02550_2_YPS138_05G02550,K2P
YPS138_06G00020_2_YPS138_06G00050,TPM3
YPS138_06G00020_2_YPS138_06G00130,TPM3u+F
YPS138_06G00020_2_YPS138_06G00140,TPM3u+F
YPS138_06G00040_2_YPS138_06G00050,TPM3
YPS138_06G00050_2_YPS138_06G00050,TPM3
YPS138_06G00050_2_YPS138_06G00130,TPM3u+F
YPS138_06G00060_2_YPS138_06G00130,TPM3u+F
YPS138_06G00060_2_YPS138_06G00150,TPM3u+F
YPS138_06G00080_2_YPS138_06G00120,K2P
YPS138_06G00100_2_YPS138_06G00150,TPM3
YPS138_06G00140_2_YPS138_06G00150,K2P
YPS138_06G00300_2_YPS138_06G00300,K2P
YPS138_06G00410_2_YPS138_06G00430,K2P
YPS138_06G00410_2_YPS138_06G00640,TPM2
YPS138_06G00410_2_YPS138_06G00690,TPM2
YPS138_06G00670_2_YPS138_06G00690,K2P+ASC
YPS138_06G00740_2_YPS138_06G00740,K2P
YPS138_06G01140_2_YPS138_06G01190,TPM2
YPS138_06G01150_2_YPS138_06G01150,K3P
YPS138_06G01150_2_YPS138_06G01190,TPM2
YPS138_06G01160_2_YPS138_06G01190,TPM2
YPS138_06G01170_2_YPS138_06G01190,K2P+ASC
YPS138_07G00010_2_YPS138_07G00020,K2P
YPS138_07G00050_2_YPS138_07G00060,K2P
YPS138_07G00080_2_YPS138_07G00080,K2P+ASC
YPS138_07G00080_2_YPS138_07G00090,K3P+ASC
YPS138_07G00130_2_YPS138_07G00160,TPM2+ASC
YPS138_07G00240_2_YPS138_07G00260,K2P
YPS138_07G00250_2_YPS138_07G00250,K2P+ASC
YPS138_07G00250_2_YPS138_07G00260,K2P
YPS138_07G01490_2_YPS138_07G01500,K2P+ASC
YPS138_07G01990_2_YPS138_07G02030,K2P+ASC
YPS138_07G02060_2_YPS138_07G02130,TPM3+ASC
YPS138_07G02090_2_YPS138_07G02100,K2P+ASC
YPS138_07G02190_2_YPS138_07G02250,K2P
YPS138_07G02270_2_YPS138_07G02540,TPM2
YPS138_07G02560_2_YPS138_07G02610,TPM2
YPS138_07G02630_2_YPS138_07G02850,TPM2
YPS138_07G04440_2_YPS138_07G04450,K2P+ASC
YPS138_07G04440_2_YPS138_07G04460,TNe+ASC
YPS138_07G04570_2_YPS138_07G04570,K2P+ASC
YPS138_07G04570_2_YPS138_07G04580,K2P+ASC
YPS138_07G04580_2_YPS138_07G04580,K3P+ASC
YPS138_07G04630_2_YPS138_07G04630,K2P+ASC
YPS138_07G04900_2_YPS138_07G04900,TNe+ASC
YPS138_07G04900_2_YPS138_07G04920,K3P
YPS138_07G04900_2_YPS138_07G05000,TVM+F
YPS138_07G04910_2_YPS138_07G04910,K2P+ASC
YPS138_07G04930_2_YPS138_07G04950,TPM3
YPS138_07G04950_2_YPS138_07G04950,K2P+ASC
YPS138_07G04950_2_YPS138_07G04960,TPM3
YPS138_07G04980_2_YPS138_07G04980,K2P
YPS138_07G04980_2_YPS138_07G04990,TPM3
YPS138_07G04980_2_YPS138_07G05000,TPM3
YPS138_07G04990_2_YPS138_07G04990,TPM3
YPS138_07G05000_2_YPS138_07G05000,K2P
YPS138_08G00110_2_YPS138_08G00170,K2P
YPS138_08G00150_2_YPS138_08G00160,K2P
YPS138_08G00150_2_YPS138_08G00240,K2P
YPS138_08G00150_2_YPS138_08G00250,K2P
YPS138_08G00160_2_YPS138_08G00160,K2P
YPS138_08G00160_2_YPS138_08G00240,K2P
YPS138_08G00170_2_YPS138_08G00170,K2P+ASC
YPS138_08G00180_2_YPS138_08G00250,K3P
YPS138_08G00190_2_YPS138_08G00190,K2P
YPS138_08G00190_2_YPS138_08G00200,K2P
YPS138_08G00190_2_YPS138_08G00210,K2P
YPS138_08G00190_2_YPS138_08G00250,K2P
YPS138_08G00200_2_YPS138_08G00240,K2P
YPS138_08G00210_2_YPS138_08G00210,K2P+ASC
YPS138_08G00210_2_YPS138_08G00220,K2P+ASC
YPS138_08G00210_2_YPS138_08G00240,K2P
YPS138_08G00210_2_YPS138_08G00250,K2P
YPS138_08G00220_2_YPS138_08G00220,K2P+ASC
YPS138_08G00220_2_YPS138_08G00240,K2P
YPS138_08G00220_2_YPS138_08G00250,K2P
YPS138_08G00230_2_YPS138_08G00240,K2P
YPS138_08G00240_2_YPS138_08G00250,K2P
YPS138_08G00250_2_YPS138_08G00250,K2P
YPS138_08G00270_2_YPS138_08G00270,K2P+ASC
YPS138_08G00270_2_YPS138_08G00280,K2P+ASC
YPS138_08G00270_2_YPS138_08G00290,K2P+ASC
YPS138_08G00270_2_YPS138_08G00330,K2P
YPS138_08G00270_2_YPS138_08G00340,K2P
YPS138_08G00280_2_YPS138_08G00330,K2P
YPS138_08G00310_2_YPS138_08G00310,K2P
YPS138_08G00310_2_YPS138_08G00330,K2P
YPS138_08G00310_2_YPS138_08G00340,K2P
YPS138_08G00330_2_YPS138_08G00330,K2P
YPS138_08G00330_2_YPS138_08G00340,K2P
YPS138_08G00370_2_YPS138_08G00370,K2P+ASC
YPS138_08G00420_2_YPS138_08G00430,K2P+ASC
YPS138_08G00430_2_YPS138_08G00430,K2P+ASC
YPS138_08G00490_2_YPS138_08G00490,TPM3+ASC
YPS138_08G00490_2_YPS138_08G00500,TPM2
YPS138_08G00500_2_YPS138_08G00500,K2P
YPS138_08G00520_2_YPS138_08G00520,K2P+ASC
YPS138_08G00520_2_YPS138_08G00570,HKY+F
YPS138_08G00610_2_YPS138_08G00610,K2P
YPS138_08G00730_2_YPS138_08G00730,TPM3+ASC
YPS138_08G00750_2_YPS138_08G00750,K2P+ASC
YPS138_08G00800_2_YPS138_08G00800,K2P
YPS138_08G01030_2_YPS138_08G01030,K2P+ASC
YPS138_08G01410_2_YPS138_08G01410,TPM3+ASC
YPS138_08G01530_2_YPS138_08G01530,K2P
YPS138_08G02180_2_YPS138_08G02190,K2P+ASC
YPS138_08G02180_2_YPS138_08G02210,K2P
YPS138_08G02190_2_YPS138_08G02200,K2P
YPS138_08G02190_2_YPS138_08G02210,K2P
YPS138_08G02210_2_YPS138_08G02210,K2P
YPS138_08G02470_2_YPS138_08G02470,K2P
YPS138_08G02470_2_YPS138_08G02500,K2P
YPS138_08G02470_2_YPS138_08G02510,K2P
YPS138_08G02470_2_YPS138_08G02540,K2P
YPS138_08G02470_2_YPS138_08G02550,K2P
YPS138_08G02490_2_YPS138_08G02500,K2P
YPS138_08G02490_2_YPS138_08G02510,K2P
YPS138_08G02520_2_YPS138_08G02550,TPM3
YPS138_08G02525_2_YPS138_08G02550,TPM3
YPS138_08G02540_2_YPS138_08G02550,TPM3
YPS138_09G00030_2_YPS138_09G00050,K2P
YPS138_09G00040_2_YPS138_09G00050,K2P
YPS138_09G00040_2_YPS138_09G00070,K2P
YPS138_09G00050_2_YPS138_09G00050,K2P
YPS138_09G00070_2_YPS138_09G00090,TPM2+ASC
YPS138_09G00070_2_YPS138_09G00130,TPM2+ASC
YPS138_09G00500_2_YPS138_09G00500,TPM3+ASC
YPS138_09G00700_2_YPS138_09G00700,K2P
YPS138_09G00960_2_YPS138_09G00970,TPM3
YPS138_09G01110_2_YPS138_09G01120,K2P
YPS138_09G01690_2_YPS138_09G01690,K2P+ASC
YPS138_09G01700_2_YPS138_09G01760,K2P
YPS138_09G01740_2_YPS138_09G01760,K2P
YPS138_09G01760_2_YPS138_09G01760,K2P+ASC
YPS138_09G01770_2_YPS138_09G01770,K2P
YPS138_09G01980_2_YPS138_09G01980,F81+F
YPS138_10G00010_2_YPS138_10G00060,K3P
YPS138_10G00010_2_YPS138_10G00070,K2P
YPS138_10G00010_2_YPS138_10G00090,K2P
YPS138_10G00060_2_YPS138_10G00060,TNe+ASC
YPS138_10G00060_2_YPS138_10G00070,K2P
YPS138_10G00060_2_YPS138_10G00090,K2P
YPS138_10G00070_2_YPS138_10G00070,K2P
YPS138_10G00070_2_YPS138_10G00080,K2P
YPS138_10G00080_2_YPS138_10G00080,TNe+ASC
YPS138_10G00440_2_YPS138_10G00440,K3P+ASC
YPS138_10G00620_2_YPS138_10G00660,K2P+ASC
YPS138_10G00630_2_YPS138_10G00630,K2P+ASC
YPS138_10G00630_2_YPS138_10G00640,K2P+ASC
YPS138_10G00650_2_YPS138_10G00650,TPM3+ASC
YPS138_10G00650_2_YPS138_10G00660,K2P+ASC
YPS138_10G00770_2_YPS138_10G00770,TPM3+ASC
YPS138_10G01120_2_YPS138_10G01170,K2P
YPS138_10G01140_2_YPS138_10G01150,TPM3
YPS138_10G01140_2_YPS138_10G01160,K2P
YPS138_10G01140_2_YPS138_10G01170,K2P
YPS138_10G01160_2_YPS138_10G01170,K2P
YPS138_10G01170_2_YPS138_10G01170,K2P
YPS138_10G01610_2_YPS138_10G01610,K2P+ASC
YPS138_10G01700_2_YPS138_10G01710,TPM3
YPS138_10G01710_2_YPS138_10G01710,TIM3e+ASC
YPS138_10G02370_2_YPS138_10G02370,K2P
YPS138_10G02370_2_YPS138_10G02390,K2P
YPS138_10G02370_2_YPS138_10G02400,K2P
YPS138_10G02380_2_YPS138_10G02380,K2P+ASC
YPS138_10G02380_2_YPS138_10G02390,K2P+ASC
YPS138_10G02380_2_YPS138_10G02400,K2P+ASC
YPS138_10G02390_2_YPS138_10G02400,K3P+ASC
YPS138_10G02420_2_YPS138_10G02430,K2P
YPS138_10G02520_2_YPS138_10G02530,K2P+ASC
YPS138_10G02530_2_YPS138_10G02530,K3P+ASC
YPS138_10G02590_2_YPS138_10G02590,K2P+ASC
YPS138_10G02840_2_YPS138_10G02840,K2P+ASC
YPS138_10G02950_2_YPS138_10G02970,TPM2
YPS138_10G02960_2_YPS138_10G02960,TN+F
YPS138_10G02960_2_YPS138_10G02970,TPM2
YPS138_10G02970_2_YPS138_10G02970,TPM2+ASC
YPS138_10G02990_2_YPS138_10G03010,K2P
YPS138_10G02990_2_YPS138_10G03020,K2P
YPS138_10G02990_2_YPS138_10G03030,TPM3
YPS138_10G02990_2_YPS138_10G03040,TPM3
YPS138_10G03000_2_YPS138_10G03020,K2P
